Timestamp,Latitude,Longitude,Distance,Speed,CumulativeDistance,UNIXTime
25/07/2013 08:54:58,12.9781599045,80.2211990356,52.2861701826,4.3571808486,43896.0312355678,1374722698
25/07/2013 08:55:06,12.9777698517,80.2212219238,43.4428321697,5.4303540212,43939.4740677375,1374722706
25/07/2013 08:55:16,12.9771699905,80.221282959,67.0285560122,6.7028556012,44006.5026237497,1374722716
25/07/2013 08:55:26,12.9767503738,80.2212982178,46.6884807428,4.6688480743,44053.1911044925,1374722726
25/07/2013 08:55:37,12.9766902924,80.2212905884,6.7317092853,0.6119735714,44059.9228137778,1374722737
25/07/2013 08:55:46,12.9765701294,80.2212295532,14.9087717048,1.6565301894,44074.8315854827,1374722746
25/07/2013 08:55:58,12.9765300751,80.2212219238,4.5311097098,0.3775924758,44079.3626951924,1374722758
25/07/2013 08:56:08,12.9765300751,80.2212219238,0,0,44079.3626951924,1374722768
25/07/2013 08:56:19,12.9761695862,80.2213134766,41.2939082423,3.7539916584,44120.6566034347,1374722779
25/07/2013 08:56:27,12.9762296677,80.221572876,28.8906065561,3.6113258195,44149.5472099909,1374722787
25/07/2013 08:56:37,12.9762601852,80.2216110229,5.3476472741,0.5347647274,44154.8948572649,1374722797
25/07/2013 08:56:47,12.9762601852,80.2216110229,0,0,44154.8948572649,1374722807
